studyid,arm,treatment,classcode,class,n,mean_change,sd_change,data_type,country,duration_weeks,mean_age,pct_female,baseline_scale,baseline_mean,baseline_sd,rob_sequence,rob_allocation,rob_blind_pp,rob_blind_outcome,rob_attrition,rob_reporting,rob_other,rob_score_sequence,rob_score_allocation,rob_score_blind_pp,rob_score_blind_out,rob_score_attrition,rob_high_any
Perahia 2006,2,43,27,SSRIs,97,-52.1,5.477264383793169,BF,"Bulgaria, Croatia, Hungary, Poland, Romania, Russia, & Slovakia",8,45.2,70,HAMD,21.08,3.68,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Perahia 2006,3,51,29,SNRIs,93,-53.7,5.2825033865051685,BF,"Bulgaria, Croatia, Hungary, Poland, Romania, Russia, & Slovakia",8,45.2,70,HAMD,21.08,3.68,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Perahia 2006,4,51,29,SNRIs,103,-54.4,6.024330470286226,BF,"Bulgaria, Croatia, Hungary, Poland, Romania, Russia, & Slovakia",8,45.2,70,HAMD,21.08,3.68,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Perahia 2008a_study 1,1,51,29,SNRIs,159,-11.32,6.56,CFB,France,6,44,71,HAMD,23.1,NA,Unclear risk,Unclear risk,Low risk,High risk,Low risk,Low risk,High risk,1,1,0,2,0,1
Perahia 2008a_study 1,2,52,29,SNRIs,164,-12.03,6.53,CFB,France,6,44,71,HAMD,23.1,NA,Unclear risk,Unclear risk,Low risk,High risk,Low risk,Low risk,High risk,1,1,0,2,0,1
Perahia 2008a_study 2,1,51,29,SNRIs,159,-10.76,7.06,CFB,Canada,6,42,66,HAMD,22.32,NA,Unclear risk,Unclear risk,Low risk,High risk,Low risk,Low risk,High risk,1,1,0,2,0,1
Perahia 2008a_study 2,2,52,29,SNRIs,166,-10.73,7.09,CFB,Canada,6,42,66,HAMD,22.32,NA,Unclear risk,Unclear risk,Low risk,High risk,Low risk,Low risk,High risk,1,1,0,2,0,1
Perahia 2008a_study 2,3,52,29,SNRIs,166,-11.02,6.96,CFB,Canada,6,42,66,HAMD,22.32,NA,Unclear risk,Unclear risk,Low risk,High risk,Low risk,Low risk,High risk,1,1,0,2,0,1
Perahia 2008b,1,51,29,SNRIs,481,-12.42,8.77,CFB,11 European countries,12,46.2,64,HAMD,21.65,4.1,Unclear risk,Unclear risk,High risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,2,1,0,1
Perahia 2008b,2,51,29,SNRIs,477,-12.59,8.74,CFB,11 European countries,12,46.2,64,HAMD,21.65,4.1,Unclear risk,Unclear risk,High risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,2,1,0,1
Philipp 1999,1,1,1,Placebo,46,-12.1,7.4,CFB,Germany,8,46.5,75,HAMD,22.35,4.13,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,1,1,0,1,1,0
Philipp 1999,2,48,28,TCAs,105,-14.2,7.3,CFB,Germany,8,46.5,75,HAMD,22.35,4.13,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,1,1,0,1,1,0
Preskorn 1991,1,42,27,SSRIs,29,-10.1,7.8,CFB,US,6,NA,NA,HAMD,23.65,2.74,Unclear risk,Unclear risk,Low risk,Unclear risk,High risk,Unclear risk,High risk,1,1,0,1,2,1
Preskorn 1991,2,45,28,TCAs,31,-7.9,6.1,CFB,US,6,NA,NA,HAMD,23.65,2.74,Unclear risk,Unclear risk,Low risk,Unclear risk,High risk,Unclear risk,High risk,1,1,0,1,2,1
Qu 2013,1,43,27,SSRIs,43,-11.3,4.6,CFB,China,6,33.3,59,HAMD,24.52,5.2,Low risk,Low risk,High risk,Low risk,Low risk,High risk,Low risk,0,0,2,0,0,1
Qu 2013,2,95,49,Acupuncture + AD,49,-15.7,5.1,CFB,China,6,33.3,59,HAMD,24.52,5.2,Low risk,Low risk,High risk,Low risk,Low risk,High risk,Low risk,0,0,2,0,0,1
Qu 2013,3,97,49,Acupuncture + AD,51,-14.1,6.8,CFB,China,6,33.3,59,HAMD,24.52,5.2,Low risk,Low risk,High risk,Low risk,Low risk,High risk,Low risk,0,0,2,0,0,1
Quah-Smith 2005,1,54,31,Sham acupuncture,12,-6.8,7.71,CFB,Australia,8,38.5,77,BDI,22,5.1,Unclear risk,Low risk,Low risk,Unclear risk,Low risk,Unclear risk,Unclear risk,1,0,0,1,0,0
Quah-Smith 2005,2,58,32,Acupuncture,14,-16.1,4.07,CFB,Australia,8,38.5,77,BDI,22,5.1,Unclear risk,Low risk,Low risk,Unclear risk,Low risk,Unclear risk,Unclear risk,1,0,0,1,0,0
Quah-Smith 2013,1,54,31,Sham acupuncture,22,-6.91,4.327112200995025,BF,Australia,8,38.3,72,HAMD,20.03,4.2,Low risk,Low risk,Low risk,Low risk,Low risk,Unclear risk,Unclear risk,0,0,0,0,0,0
Quah-Smith 2013,2,58,32,Acupuncture,25,-11.74,5.67733211993098,BF,Australia,8,38.3,72,HAMD,20.03,4.2,Low risk,Low risk,Low risk,Low risk,Low risk,Unclear risk,Unclear risk,0,0,0,0,0,0
Quilty 2014,1,10,9,Cognitive and cognitive behavioural therapies individual,54,-8.77,5.757681825179296,BF,Canada,16,33.61,53,HAMD,16.67,5.16,Low risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Low risk,0,1,2,1,1,1
Quilty 2014,2,53,30,Any AD,50,-8.230000000000002,5.741855100923394,BF,Canada,16,33.61,53,HAMD,16.67,5.16,Low risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Low risk,0,1,2,1,1,1
Rapaport 2009,1,1,1,Placebo,178,-8.85,8,CFB,US,10,67.5,62,HAMD,22.91,3.96,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,0,1,0,1,0,0
Rapaport 2009,2,43,27,SSRIs,173,-12.11,8.02,CFB,US,10,67.5,62,HAMD,22.91,3.96,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,0,1,0,1,0,0
Raskin 2007,1,1,1,Placebo,104,-41.519999999999996,6.083134085890865,BF,US,8,72.8,59,HAMD,18.83,4.69,High risk,Unclear risk,Low risk,High risk,Low risk,High risk,High risk,2,1,0,2,0,1
Raskin 2007,2,51,29,SNRIs,207,-44.09,6.263439989485686,BF,US,8,72.8,59,HAMD,18.83,4.69,High risk,Unclear risk,Low risk,High risk,Low risk,High risk,High risk,2,1,0,2,0,1
Ratti 2011_study 096,1,1,1,Placebo,123,-12.64562814441003,5.9,BIN,11 countries in Europe and Latin America,8,44,72,HAMD,22.64,5.71,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Ratti 2011_study 096,2,43,27,SSRIs,113,-12.443256646465764,5.5,BIN,11 countries in Europe and Latin America,8,44,72,HAMD,22.64,5.71,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Reimherr 1990,1,1,1,Placebo,141,-8.16,7.85,CFB,US & Canada,8,38.9,54,HAMD,23.3,3.66,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Reimherr 1990,2,44,27,SSRIs,142,-11.66,8.24,CFB,US & Canada,8,38.9,54,HAMD,23.3,3.66,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Reimherr 1990,3,45,28,TCAs,144,-12.64,7.97,CFB,US & Canada,8,38.9,54,HAMD,23.3,3.66,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Richou 1995,1,6,6,Mirtazapine,87,-14.923795553010649,5.7,BIN,France,6,50.7,67,HAMD,27.2,5.56,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Richou 1995,2,47,28,TCAs,87,-14.52611125160795,5.4,BIN,France,6,50.7,67,HAMD,27.2,5.56,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Rickels 1992,1,1,1,Placebo,56,-7.922306549028652,5.46,BIN,US,6,44.7,48,HAMD,26.35,5.58,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,Unclear risk,1,1,0,1,0,0
Rickels 1992,2,43,27,SSRIs,55,-11.953388041094584,5.71,BIN,US,6,44.7,48,HAMD,26.35,5.58,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,Unclear risk,1,1,0,1,0,0
Rickels 1994,1,1,1,Placebo,95,-10.529390148691395,2.14,BIN,US,8,NA,NA,HAMD,23.89,2.11,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,1,1,0,1,1,0
Rickels 1994,2,48,28,TCAs,92,-11.304224785635755,2.01,BIN,US,8,NA,NA,HAMD,23.89,2.11,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,1,1,0,1,1,0
Rickhi 2011,1,4,4,Waitlist,45,-2.3000000000000007,4.876709956517817,BF,Canada,8,44.1,77,HAMD,20.35,1.6,Low risk,Low risk,High risk,Low risk,Low risk,Low risk,Unclear risk,0,0,2,0,0,1
Rickhi 2011,2,23,16,Self-help,39,-8.499999999999998,4.521183473383933,BF,Canada,8,44.1,77,HAMD,20.35,1.6,Low risk,Low risk,High risk,Low risk,Low risk,Low risk,Unclear risk,0,0,2,0,0,1
Robinson 2014,1,1,1,Placebo,95,-7.15,7.51,CFB,"France, Mexico, Puerto Rico, & US",12,72.9,63,HAMD,19.39,5.62,Low risk,Low risk,Low risk,Low risk,Low risk,Low risk,High risk,0,0,0,0,0,0
Robinson 2014,2,51,29,SNRIs,201,-7.42,7.37,CFB,"France, Mexico, Puerto Rico, & US",12,72.9,63,HAMD,19.39,5.62,Low risk,Low risk,Low risk,Low risk,Low risk,Low risk,High risk,0,0,0,0,0,0
Rohini 2000,1,65,35,Yoga group,15,-21.699999999999996,6.226556030423239,BF,India,4,31.9,53,BDI,31.95,7.29,High risk,Unclear risk,Unclear risk,Unclear risk,Unclear risk,High risk,Unclear risk,2,1,1,1,1,1
Rohini 2000,2,65,35,Yoga group,15,-15.500000000000002,7.750483855863451,BF,India,4,31.9,53,BDI,31.95,7.29,High risk,Unclear risk,Unclear risk,Unclear risk,Unclear risk,High risk,Unclear risk,2,1,1,1,1,1
Roose 2004,1,1,1,Placebo,90,-10.885842719387849,3.9,BIN,US,8,79.6,58,HAMD,24.3,4.1,High risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,2,1,0,1,0,1
Roose 2004,2,40,27,SSRIs,84,-10.89718407335831,4.3,BIN,US,8,79.6,58,HAMD,24.3,4.1,High risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,2,1,0,1,0,1
Ropert 1989,1,42,27,SSRIs,54,-18.200000000000003,6.7201190465645775,BF,France,6,43.8,64,MADRS,27.97,5.78,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,Unclear risk,Unclear risk,1,1,0,1,1,0
Ropert 1989,2,47,28,TCAs,46,-16.599999999999998,7,BF,France,6,43.8,64,MADRS,27.97,5.78,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,Unclear risk,Unclear risk,1,1,0,1,1,0
Roy 2018,1,3,3,No treatment,20,-2.700000000000001,3.7473724127713806,BF,India,2,32,100,HAMD,17.93,4.65,High risk,Unclear risk,High risk,Unclear risk,Low risk,Unclear risk,Low risk,2,1,2,1,0,1
Roy 2018,2,64,34,Exercise group,20,-4.300000000000001,4.88076838213001,BF,India,2,32,100,HAMD,17.93,4.65,High risk,Unclear risk,High risk,Unclear risk,Low risk,Unclear risk,Low risk,2,1,2,1,0,1
Rush 1977/Kovacs 1981,1,10,9,Cognitive and cognitive behavioural therapies individual,19,-22.950000000000003,7.252833928886004,BF,US,12,35.7,63,BDI,30.15,6.31,Unclear risk,Unclear risk,High risk,Unclear risk,High risk,High risk,Low risk,1,1,2,1,2,1
Rush 1977/Kovacs 1981,2,48,28,TCAs,22,-12.64,10.799597214711298,BF,US,12,35.7,63,BDI,30.15,6.31,Unclear risk,Unclear risk,High risk,Unclear risk,High risk,High risk,Low risk,1,1,2,1,2,1
SER 315 (FDA),1,1,1,Placebo,73,-7.8,8,CFB,Europe,8,42.6,72,HAMD,22.93,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
SER 315 (FDA),2,44,27,SSRIs,76,-8.9,4.52,CFB,Europe,8,42.6,72,HAMD,22.93,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
SER 315 (FDA),3,45,28,TCAs,70,-11.6,11.49,CFB,Europe,8,42.6,72,HAMD,22.93,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0
Sahranavard 2018,1,4,4,Waitlist,10,-4.400000000000002,3.66382313983631,BF,Iran,NA,34.1,100,BDI,33.3,2.56,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,Unclear risk,Low risk,1,1,2,1,1,1
Sahranavard 2018,2,12,9,Cognitive and cognitive behavioural therapies individual,10,-17.7,2.4529370150902774,BF,Iran,NA,34.1,100,BDI,33.3,2.56,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,Unclear risk,Low risk,1,1,2,1,1,1
Sahranavard 2018,3,14,10,Cognitive and cognitive behavioural therapies group,10,-16.299999999999997,2.6261568879257764,BF,Iran,NA,34.1,100,BDI,33.3,2.56,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,Unclear risk,Low risk,1,1,2,1,1,1
Salminen 2008,1,29,18,Short-term psychodynamic psychotherapies individual,26,-11,6.44,CFB,Finland,16,42.4,68,HAMD,18.59,3.23,Unclear risk,Unclear risk,High risk,Unclear risk,Low risk,Low risk,Low risk,1,1,2,1,0,1
Salminen 2008,2,42,27,SSRIs,25,-11.2,4.6,CFB,Finland,16,42.4,68,HAMD,18.59,3.23,Unclear risk,Unclear risk,High risk,Unclear risk,Low risk,Low risk,Low risk,1,1,2,1,0,1
Saloheimo 2016,1,53,30,Any AD,34,-11.1,6.4,CFB,Finland,12,41.7,72,HAMD,18.96,3.82,High risk,Low risk,High risk,Low risk,Unclear risk,High risk,Low risk,2,0,2,0,1,1
Saloheimo 2016,2,78,40,Interpersonal psychotherapy (IPT) individual + AD,38,-9.1,6.4,CFB,Finland,12,41.7,72,HAMD,18.96,3.82,High risk,Low risk,High risk,Low risk,Unclear risk,High risk,Low risk,2,0,2,0,1,1
Saloheimo 2016,3,84,43,Psychoeducation group + AD,27,-8.3,6.3,CFB,Finland,12,41.7,72,HAMD,18.96,3.82,High risk,Low risk,High risk,Low risk,Unclear risk,High risk,Low risk,2,0,2,0,1,1
Samuelian 1998,1,47,28,TCAs,46,-16.3,11.176855550645719,BF,France,6,47,64,MADRS,33.47,6.98,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Samuelian 1998,2,52,29,SNRIs,52,-15.2,11.143271512441936,BF,France,6,47,64,MADRS,33.47,6.98,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Sauer 2003,1,45,28,TCAs,75,-10.37,6.49,CFB,Germany,6,47.3,68,HAMD,23.62,1.77,High risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,2,1,0,1,1,1
Sauer 2003,2,52,29,SNRIs,76,-10.5,5.8,CFB,Germany,6,47.3,68,HAMD,23.62,1.77,High risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,2,1,0,1,1,1
Schatzberg 2002,1,6,6,Mirtazapine,128,-12.28759062288586,3.5,BIN,US,8,71.9,52,HAMD,22.3,3.49,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Schatzberg 2002,2,43,27,SSRIs,126,-11.618768395639448,3.5,BIN,US,8,71.9,52,HAMD,22.3,3.49,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Schmidt 1983,1,4,4,Waitlist,10,-4.300000000000001,8.248636250920512,BF,US,8,42,84,BDI,24.62,6.89,Unclear risk,Unclear risk,High risk,Unclear risk,Low risk,Unclear risk,Unclear risk,1,1,2,1,0,1
Schmidt 1983,2,14,10,Cognitive and cognitive behavioural therapies group,11,-14.899999999999999,8.107404023483719,BF,US,8,42,84,BDI,24.62,6.89,Unclear risk,Unclear risk,High risk,Unclear risk,Low risk,Unclear risk,Unclear risk,1,1,2,1,0,1
Schmidt 1983,3,14,10,Cognitive and cognitive behavioural therapies group,11,-9.5,6.780117993073572,BF,US,8,42,84,BDI,24.62,6.89,Unclear risk,Unclear risk,High risk,Unclear risk,Low risk,Unclear risk,Unclear risk,1,1,2,1,0,1
Schmidt 1983,4,20,16,Self-help,12,-15.3,7.158212067269313,BF,US,8,42,84,BDI,24.62,6.89,Unclear risk,Unclear risk,High risk,Unclear risk,Low risk,Unclear risk,Unclear risk,1,1,2,1,0,1
Schmidt 1983,5,24,17,Self-help with support,12,-16.4,7.1393276994406145,BF,US,8,42,84,BDI,24.62,6.89,Unclear risk,Unclear risk,High risk,Unclear risk,Low risk,Unclear risk,Unclear risk,1,1,2,1,0,1
Schweizer 1991,1,1,1,Placebo,16,-68.2,5.2825033865051685,BF,US,6,45.7,37,MADRS,31,4.44,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Schweizer 1991,2,52,29,SNRIs,15,-73.5,6.704598545464366,BF,US,6,45.7,37,MADRS,31,4.44,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Schweizer 1991,3,52,29,SNRIs,15,-82.3,5.796133226681948,BF,US,6,45.7,37,MADRS,31,4.44,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Schweizer 1991,4,52,29,SNRIs,14,-85.4,6.44920529031322,BF,US,6,45.7,37,MADRS,31,4.44,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Schweizer 1994,1,1,1,Placebo,78,-10.2,9.6,CFB,US,6,42,67,MADRS,30.09,5.65,High risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,2,1,0,1,0,1
Schweizer 1994,2,48,28,TCAs,71,-13.1,8.9,CFB,US,6,42,67,MADRS,30.09,5.65,High risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,2,1,0,1,0,1
Schweizer 1994,3,52,29,SNRIs,64,-15.6,9.8,CFB,US,6,42,67,MADRS,30.09,5.65,High risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,2,1,0,1,0,1
Schweizer 1998,1,1,1,Placebo,60,-56.300000000000004,5.908787379126166,BF,US,8,NA,NA,HAMD,24,4.09,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Schweizer 1998,2,48,28,TCAs,60,-60.6,5.796133226681948,BF,US,8,NA,NA,HAMD,24,4.09,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0
Scott 1992,1,5,5,TAU,29,-11.299999999999999,6.701492371106602,BF,UK,16,30.3,73,HAMD,18.75,5.77,High risk,Low risk,High risk,High risk,Low risk,Unclear risk,Low risk,2,0,2,2,0,1
Scott 1992,2,11,9,Cognitive and cognitive behavioural therapies individual,29,-11.600000000000001,5.781868210189506,BF,UK,16,30.3,73,HAMD,18.75,5.77,High risk,Low risk,High risk,High risk,Low risk,Unclear risk,Low risk,2,0,2,2,0,1
Scott 1992,3,45,28,TCAs,26,-10.2,7.7272245987806,BF,UK,16,30.3,73,HAMD,18.75,5.77,High risk,Low risk,High risk,High risk,Low risk,Unclear risk,Low risk,2,0,2,2,0,1
Sechter 1999,1,42,27,SSRIs,118,-64.4,5.686539710966275,BF,France,24,43,66,HAMD,24.7,3.27,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,Unclear risk,1,1,0,1,0,0
Sechter 1999,2,44,27,SSRIs,116,-64.6,5.236273449345547,BF,France,24,43,66,HAMD,24.7,3.27,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,Unclear risk,1,1,0,1,0,0
Serrano-Blanco 2006,1,42,27,SSRIs,49,-12.7,8.685044617041411,BF,Spain,24,43.5,73,MADRS,22.43,9.3,Low risk,Low risk,High risk,Low risk,Low risk,High risk,Low risk,0,0,2,0,0,1
Serrano-Blanco 2006,2,48,28,TCAs,45,-12.899999999999999,8.742997197757758,BF,Spain,24,43.5,73,MADRS,22.43,9.3,Low risk,Low risk,High risk,Low risk,Low risk,High risk,Low risk,0,0,2,0,0,1
Sharma 2005,1,53,30,Any AD,15,-7.9399999999999995,4.127129753230446,BF,India,8,31.8,37,HAMD,20.369999999999997,4.2,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,2,1,1,1
Sharma 2005,2,92,48,Yoga group + AD,15,-13,4.36003440353399,BF,India,8,31.8,37,HAMD,20.369999999999997,4.2,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,2,1,1,1
Sheehan 2009a,1,1,1,Placebo,204,-9.3,7.9,CFB,US & Canada,8,43.9,64,HAMD,22.8,4.31,Low risk,Low risk,Low risk,Low risk,Low risk,Low risk,High risk,0,0,0,0,0,0
Sheehan 2009a,2,7,7,Trazodone,202,-11.4,8.2,CFB,US & Canada,8,43.9,64,HAMD,22.8,4.31,Low risk,Low risk,Low risk,Low risk,Low risk,Low risk,High risk,0,0,0,0,0,0
Sheehan 2009b,1,1,1,Placebo,95,-11.020000000000003,8.01588423070094,BF,US,6,39.8,61,HAMD,29.6,3.87,High risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,2,1,0,1,0,1
Sheehan 2009b,2,42,27,SSRIs,99,-11.420000000000002,7.712399107930036,BF,US,6,39.8,61,HAMD,29.6,3.87,High risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,2,1,0,1,0,1
Sheehan 2009b,3,52,29,SNRIs,95,-14.3,8.54921633835523,BF,US,6,39.8,61,HAMD,29.6,3.87,High risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,2,1,0,1,0,1
Shelton 2006,1,44,27,SSRIs,82,-11.3,5.550675634551167,BF,US,8,39.3,53,HAMD,22.3,2.9,High risk,Unclear risk,Low risk,High risk,Low risk,Low risk,High risk,2,1,0,2,0,1
Shelton 2006,2,52,29,SNRIs,78,-12.7,5.550675634551167,BF,US,8,39.3,53,HAMD,22.3,2.9,High risk,Unclear risk,Low risk,High risk,Low risk,Low risk,High risk,2,1,0,2,0,1
Silverstone 1994,1,1,1,Placebo,69,-10.6,4.34,CFB,UK,6,NA,NA,HAMD,24.89,5.01,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,Unclear risk,1,1,0,1,0,0
Silverstone 1994,2,48,28,TCAs,66,-11.8,4.25,CFB,UK,6,NA,NA,HAMD,24.89,5.01,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,Unclear risk,1,1,0,1,0,0
Singh 2005,1,5,5,TAU,19,-5.299999999999999,5.273518749374084,BF,Australia,8,69.3,55,HAMD,19.07,4.55,High risk,Low risk,High risk,Low risk,Low risk,Unclear risk,Unclear risk,2,0,2,0,0,1
Singh 2005,2,63,34,Exercise group,18,-9.5,5.07444578254611,BF,Australia,8,69.3,55,HAMD,19.07,4.55,High risk,Low risk,High risk,Low risk,Low risk,Unclear risk,Unclear risk,2,0,2,0,0,1
Singh 2005,3,64,34,Exercise group,17,-7.1,5.8642987645583,BF,Australia,8,69.3,55,HAMD,19.07,4.55,High risk,Low risk,High risk,Low risk,Low risk,Unclear risk,Unclear risk,2,0,2,0,0,1
Sir 2005,1,44,27,SSRIs,79,-15.9,8.44,CFB,Australia & Turkey,8,37,69,HAMD,23.45,4.39,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,0,1,0,1,0,0
Sir 2005,2,52,29,SNRIs,79,-14.3,8.35,CFB,Australia & Turkey,8,37,69,HAMD,23.45,4.39,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,0,1,0,1,0,0
Smeraldi 1998b,1,7,7,Trazodone,57,-10.100000000000001,11.007724560507498,BF,Italy,6,71.3,75,MADRS,31.27,4.94,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Smeraldi 1998b,2,47,28,TCAs,58,-15.9,10.47329938462565,BF,Italy,6,71.3,75,MADRS,31.27,4.94,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Smeraldi 1998b,3,52,29,SNRIs,55,-15.099999999999998,9.267685795278128,BF,Italy,6,71.3,75,MADRS,31.27,4.94,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Sneed 2014,1,44,27,SSRIs,58,-11.68,6.461772301877377,BF,US,12,64.6,58,HAMD,22.99,5.17,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,0,1,0,1,0,0
Sneed 2014,2,50,28,TCAs,52,-13.360000000000001,7.163265645716629,BF,US,12,64.6,58,HAMD,22.99,5.17,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,0,1,0,1,0,0
Solati 2016,1,53,30,Any AD,20,-5.559999999999995,4.2123152778489885,BF,Iran,8,NA,100,BDI-II,42.05,4.36,Unclear risk,Unclear risk,Unclear risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,1,1,1,0
Solati 2016,2,76,39,Cognitive and cognitive behavioural therapies group + AD,20,-8.720000000000006,3.474607891546901,BF,Iran,8,NA,100,BDI-II,42.05,4.36,Unclear risk,Unclear risk,Unclear risk,Unclear risk,Unclear risk,High risk,Unclear risk,1,1,1,1,1,0
Spring 1992,1,1,1,Placebo,15,-11.7,9,CFB,US,4,34.9,68,HAMD,24.96,3.85,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,1,1,0,1,1,0
Spring 1992,2,45,28,TCAs,10,-16.7,6,CFB,US,4,34.9,68,HAMD,24.96,3.85,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,1,1,0,1,1,0
Sramek 1995,1,1,1,Placebo,70,-6.4,6.7,CFB,US,9,NA,NA,HAMD,27.85,4.1,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Sramek 1995,2,42,27,SSRIs,72,-8.6,6.3,CFB,US,9,NA,NA,HAMD,27.85,4.1,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Staner 1995,1,43,27,SSRIs,21,-8.2,9.787236586493657,BF,Belgium,5,42.1,83,HAMD,25.05,5.07,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
Staner 1995,2,45,28,TCAs,19,-13.3,6.841783393238929,BF,Belgium,5,42.1,83,HAMD,25.05,5.07,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0
