studyid,data_type,country,duration_weeks,mean_age,pct_female,baseline_scale,baseline_mean,baseline_sd,rob_sequence,rob_allocation,rob_blind_pp,rob_blind_outcome,rob_attrition,rob_reporting,rob_other,rob_score_sequence,rob_score_allocation,rob_score_blind_pp,rob_score_blind_out,rob_score_attrition,rob_high_any,full_reference
Mehtonen 2000,BIN,Finland,8,42.6,66,HAMD,25.65,4.01,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0,"Mehtonen OP, Sogaard J, Roponen P, Behnke K. Randomized, double-blind comparison of venlafaxine and sertraline in outpatients with major depressive disorder. Venlafaxine 631 Study Group. Journal of Clinical Psychiatry 2000;61(2):95-100."
Mendels 1993,CFB,US,6,38.5,65,MADRS,29.32,5.65,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0,"Mendels J, Johnston R, Mattes J, Riesenberg R. Efficacy and safety of b.i.d. doses of venlafaxine in a dose-response study. Psychopharmacology Bulletin 1993;29(2):169-174."
Mendels 1999,BF,US,4,43,33,HAMD,24,3.35,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0,"Mendels J. Double-blind comparison of citalopram and placebo in depressed outpatients with melancholia. Depression & Anxiety 9(2):54-60, 1999."
Miller 1989a,CFB,UK,4,42.5,68,HAMD,23.5,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,High risk,Unclear risk,High risk,1,1,0,1,2,1,"Miller SM, Naylor GJ, Murtagh M, Winslow G. A double-blind comparison of paroxetine and placebo in the treatment of depressed patients in a psychiatric outpatient clinic. Acta Neurologica Scandinavica 1989;80(350, Suppl):143-144."
Miranda 2003/2006,BF,US,13,29.3,100,HAMD,16.9,5.2,High risk,Low risk,High risk,Low risk,Low risk,High risk,Low risk,2,0,2,0,0,1,"Miranda J, Chung JY, Green BL, Krupnick J, Siddique J, Revicki DA, Belin T. Treating depression in predominantly low-income young minority women: a randomized controlled trial. JAMA 2003;290(1):57-65."
Miura 2000,CFB,Japan,6,46.5,NA,HAMD,23.85,NA,Unclear risk,Unclear risk,Low risk,Low risk,Low risk,Low risk,High risk,1,1,0,0,0,0,"Miura S, Koyama T, Asai M, Endo S, Kamijima K, Ushijima S, Murasaki M, Kariya T, Koshino Y, Nakajima T, Nishimura K, Kudo Y, Saito M, Watanabe M, Tashiro N, Nakane Y. Clinical evaluation of paroxetine HCl, a selective serotonin reuptake inhibitor, in the treatment of depression or depressive spisodes: Double-blind, parallel group study with amitriptyline HCl. Yakuri To Chiro (Jpn Pharmacol Ther). 2000; 28 Supplement: 187-210."
Moak 2003,BF,US,12,41.5,39,HAMD,19.08,2.5,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,0,1,0,1,0,0,"Moak, D. H., Anton, R. F., Latham, P. K., Voronin, K. E., Waid, R. L., & Durazo-Arvizu, R. (2003). Sertraline and Cognitive Behavioral Therapy for Depressed Alcoholics: Results of a Placebo-Controlled Trial. Journal of Clinical Psychopharmacology, 23(6), 553-562. doi:http://dx.doi.org/10.1097/01.jcp.0000095346.32154.41"
Mohr 2011,BF,US,20,55.9,9,HAMD,20,3.9,Unclear risk,Unclear risk,High risk,Low risk,Low risk,Low risk,Low risk,1,1,2,0,0,1,"Mohr, D. C., et al. (2011) Telephone-administered cognitive behavioral therapy for veterans served by community-based outpatient clinics. Journal of consulting and clinical psychology 79, 261-265"
Moises 1981,BF,Germany,4,48.7,86,HAMD,25.08,5.15,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,Unclear risk,1,1,0,1,0,0,"Moises HW, Kasper S, Beckmann H. Trazodone and amitriptyline in treatment of depressed inpatients. A double-blind study. Pharmacopsychiatry 1981;14:167-171."
Moller 1993,BF,Germany & Hungary,6,47.1,NA,HAMD,29.96,6.38,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,Unclear risk,1,1,0,1,0,0,"Moller HJ, Berzewski H, Eckmann F, Gonzalves N, Kissling W, Knorr W, Ressler P, Rudolf GA, Steinmeyer EM, Magyar I, et al. Double-blind multicenter study of paroxetine and amitriptyline in depressed inpatients. Pharmacopsychiatry 1993 May;26(3):75-8."
Moller 1998,CFB,"Germany, Hungary, & Czech Republic",6,48.6,70,HAMD,28.69,5.16,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,Unclear risk,High risk,1,1,0,1,1,0,"Moller HJ, Gallinat J, Hegerl U, et a. Double-blind, multicenter comparative study of sertraline and amitriptyline in hospitalized patients with major depression. Pharmacopsychiatry 1998;31:170-177."
Moller 2000,CFB,Germany,6,47.9,67,HAMD,24.85,3.74,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,Unclear risk,1,1,0,1,0,0,"Moller HJ, Glaser K, Leverkus F et al. Double-blind, multicenter comparative study of sertraline versus amitriptyline in outpatients with major depression. Pharmacopsychiatry 2000;33:206-212."
Montgomery 1992,CFB,UK,6,44,69,HAMD,23.69,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0,"Montgomery SA, Rasmussen JG, Lyby K, Connor P. Dose response relationship of citalopram 20 mg, citalopram 40 mg and placebo in the treatment of moderate and severe depression. International Clinical Psychopharmacology 1992;6(Suppl 5):65-70."
Montgomery 2004,BF,"Denmark, Finland, France, Germany, Ireland, Spain, & Switzerland",8,48,71,MADRS,28.85,5.19,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0,"Montgomery SA, Huusom AKT, Bothmer J. A randomised study comparing escitalopram with venlafaxine XR in primary care patients with major depressive disorder. Neuropsychobiology 2004; 50: 57-64"
Moore 2005,BF,France,8,45.2,67,MADRS,36,4.6,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,0,1,0,1,0,0,"Moore, N., Verdoux, H. & Fantino, B. (2005) Prospective, multicentre, randomized, double-blind study of the efficacy of escitalopram versus citalopram in outpatient treatment of major depressive disorder. International Clinical Psychopharmacology, 20, 131-137."
Moradveisi 2013,BF,Iran,12,31.4,85,HAMD,21.37,5.32,Low risk,Low risk,High risk,Low risk,High risk,High risk,Low risk,0,0,2,0,2,1,"Moradveisi L, Huibers MJ, Renner F, Arasteh M, Arntz A. Behavioural activation v. antidepressant medication for treating depression in Iran: randomised trial. The British Journal of Psychiatry. 2013 Mar 1;202(3):204-11."
Mowla 2016,BF,Iran,6,41.2,60,HAMD,27.68,4,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,0,1,0,1,0,0,"Mowla, A., Dastgheib, S. A., & Razeghian Jahromi, L. (2016). Comparing the Effects of Sertraline with Duloxetine for Depression Severity and Symptoms: A Double-Blind, Randomized Controlled Trial. Clinical Drug Investigation, 36(7), 539-543. doi:http://dx.doi.org/10.1007/s40261-016-0399-6"
Mullin 1996,CFB,UK,5,44.8,74,HAMD,22.55,3.94,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0,"Mullin J. A multicentre, double-blind, amitriptyline-controIled study of mirtazapine in patients with major depression. Journal of Psychopharmacology 1996;10(3):235-240."
Mulsant 1999,BF,US,6,75,74,HAMD,22.44,4.01,Low risk,Unclear risk,Low risk,Unclear risk,Unclear risk,Unclear risk,Low risk,0,1,0,1,1,0,"Mulsant, B. H., Pollock, B. G., Nebes, R. D., Miller, M. D., Little, J. T., Stack, J., ... & Reynolds III, C. F. (1999). A double-blind randomized comparison of nortriptyline and paroxetine in the treatment of late-life depression: 6-week outcome. The Journal of clinical psychiatry, 60(Suppl 20), 16–20."
Mundt 2012,CFB,US,4,37.8,63,HAMD,24.76,2.65,Unclear risk,Unclear risk,Low risk,High risk,Unclear risk,High risk,High risk,1,1,0,2,1,1,"Mundt JC, Vogel AP, Feltner DE, Lenderking WR. Vocal acoustic biomarkers of depression severity and treatment response. Biol Psychiatry. 2012 Oct 1;72(7):580-7."
Munizza 2006,CFB,"Hungary, Italy, Poland, Portugal, Spain, & Slovak Republic",6,45.9,65,HAMD,21.8,1.71,High risk,Low risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,2,0,0,1,0,1,"Munizza C, Olivieri L, Di Loreto G, Dionisio P. A comparative, randomized, double-blind study of trazodone prolonged-release and sertraline in the treatment of major depressive disorder. Curr Med Res Opin. 2006 Sep;22(9):1703-13."
Murphy 1984,BF,US,12,33.8,74,HAMD,19.860000000000003,3.97,Unclear risk,Unclear risk,High risk,High risk,Unclear risk,High risk,Low risk,1,1,2,2,1,1,"Murphy GE, Simons AD, Wetzel RD, Lustman PJ. Cognitive therapy and pharmacotherapy singly and together in the treatment of depression. Arch Gen Psychiatry 1984;41:33-41."
Murri 2015,BF,Italy,24,75.2,71,HAMD,20.1,3.06,Unclear risk,Unclear risk,High risk,Low risk,Low risk,Unclear risk,Low risk,1,1,2,0,0,1,"Murri MB, Amore M, Menchetti M, Toni G, Neviani F, Cerri M, Rocchi MB, Zocchi D, Bagnoli L, Tam E, Buffa A. Physical exercise for late-life major depression. The British Journal of Psychiatry. 2015 Sep 1;207(3):235-42."
Mynors-Wallis 1995,BF,UK,12,37.1,77,HAMD,18.99,4.46,Unclear risk,Low risk,High risk,Low risk,Low risk,High risk,Low risk,1,0,2,0,0,1,"Mynors-Wallis LM, Gath DH, Lloyd-Thomas AR, Tomlinson D. Randomised controlled trial comparing problem solving treatment with amitriptyline and placebo for major depression in primary care. [see comments.]. BMJ 18-2-1995;310(6977):441-445."
NCT01020799,CFB,US,4,39.9,48,MADRS,31.2,4.13,Unclear risk,Unclear risk,Low risk,Low risk,Low risk,Low risk,High risk,1,1,0,0,0,0,https://clinicaltrials.gov/ct2/show/NCT01020799
NKD20006 (NCT00048204),CFB,US,8,38,60,HAMD,24.6,NA,Unclear risk,Unclear risk,Low risk,Low risk,Low risk,Low risk,High risk,1,1,0,0,0,0,http://www.gsk-clinicalstudyregister.com/study/NKD20006#ps
Naeem 2014,BF,Pakistan,12,33.4,44,HADS-D,13.15,3.07,Low risk,Low risk,High risk,Unclear risk,Low risk,Low risk,Unclear risk,0,0,2,1,0,1,"Naeem, F., Sarhandi, I., Gul, M., Khalid, M., Aslam, M., Anbrin, A., ... & Husain, N. (2014). A multicentre randomised controlled trial of a carer supervised culturally adapted CBT (CaCBT) based self-help for depression in Pakistan. Journal of affective disorders, 156, 224-227."
Naeem 2015,BF,Pakistan,12,31.7,60,HADS-D,15.2,3.68,Low risk,Low risk,High risk,Unclear risk,Low risk,Low risk,Unclear risk,0,0,2,1,0,1,"Naeem, F., et al. (2015). ""Brief culturally adapted CBT (CaCBT) for depression: a randomized controlled trial from Pakistan."" Journal of Affective Disorders 177: 101-107."
Navarro 2001,BF,Spain,12,70.7,64,HAMD,26.759999999999998,4.1,Unclear risk,Unclear risk,High risk,Low risk,Low risk,High risk,Low risk,1,1,2,0,0,1,"Navarro, V., Gasto, C., Torres, X., Marcos, T., & Pintor, L. (2001). Citalopram versus nortriptyline in late‐life depression: a 12‐week randomized single‐blind study. Acta Psychiatrica Scandinavica, 103(6), 435-440."
Nemeroff 2007,BIN,US,6,39.5,63,HAMD,23.63,3.22,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0,"Nemeroff, C. B., Thase, M. E., & EPIC 014 Study Group. (2007). A double-blind, placebo-controlled comparison of venlafaxine and fluoxetine treatment in depressed outpatients. Journal of psychiatric research, 41(3-4), 351-359."
Nezu 1989,BF,US,10,45.8,86,BDI,26.98,4.75,Unclear risk,Unclear risk,High risk,Unclear risk,Low risk,High risk,Unclear risk,1,1,2,1,0,1,"Nezu, A.M., Perri, M.G., 1989. Social problem‐solving therapy for unipolar depression: an initial dismantling investigation. J. Consul. Clin. Psychol. 57, 408‐413"
Nierenberg 2007,CFB,US,8,42.3,65,HAMD,17.7,5,High risk,Low risk,Low risk,High risk,Low risk,High risk,High risk,2,0,0,2,0,1,"Nierenberg, A. A., Greist, J. H., Mallinckrodt, C. H., Prakash, A., Sambunaris, A., Tollefson, G. D. et al. (2007). Duloxetine versus escitalopram and placebo in the treatment of patients with major depressive disorder: onset of antidepressant action, a non-inferiority study. Current Medical Research & Opinion, 23, 401-416."
Noguera 1991,BF,NR,6,46.2,73,HAMD,24.45,5.01,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0,"Noguera R, Altuna R, Alvarez E, Ayuso JL, Casais L, Udina C. Fluoxetine vs. clomipramine in depressed patients: a controlled multicentre trial. Journal of Affective Disorders 1991 Jul;22(3):119-24."
Nyth 1992,BF,"Denmark, Norway & Sweden",6,76.7,69,MADRS,25.52,9.5,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,Unclear risk,High risk,1,1,0,1,1,0,"Nyth AL, Gottfries CG, Lyby K, Smedegaard-Andersen L, Gylding-Sabroe J, Kristensen M, Refsum HE, Ofsti E, Eriksson S, Syversen S. A controlled multicenter clinical study of citalopram and placebo in elderly depressed patients with and without concomitant dementia. Acta Psychiatrica Scandinavica 1992;86(2):138-145."
Olie 1997,BF,France,6,43.8,63,MADRS,28.65,5.07,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0,"Olie JP, Gunn KP, Katz E. A double-blind placebo-controlled multicentre study of sertraline in the acute and continuation treatment of major depression. European Psychiatry 1997;12(1):34-41."
Ontiveros 1997,CFB,Mexico,6,40.9,73,HAMD,26.3,5.69,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0,"Ontiveros A, Garcia-Barriga C. A double-blind, comparative study of paroxetine and fluoxetine in out-patients with depression. Brit J Clin Research. 1997; 8:23-32."
Ou 2011,CFB,China,6,36.6,56,HAMD,22.95,4.2,Low risk,Low risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,0,0,0,1,0,0,"Ou JJ, Xun GL, Wu RR, Li LH, Fang MS, Zhang HG, et al. Efficacy and safety of escitalopram versus citalopram in major depressive disorder: a 6-week, multicenter, randomized, double-blind, flexible-dose study. Psychopharmacology (Berl) 2011;213:639-46."
Owens 2008,CFB,US,8,NA,64,MADRS,28.600000000000005,5.5,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0,"Owens MJ, Krulewicz S, Simon JS, Sheehan DV, Thase ME, Carpenter DJ, et al. Estimates of serotonin and norepinephrine transporter inhibition in depressed patients treated with paroxetine or venlafaxine. Neuropsychopharmacology 2008;33:3201-12."
Ozdemir 2015,BF,Turkey,8,35.8,54,HAMD,29.58,6.5,Low risk,Unclear risk,High risk,Unclear risk,Low risk,Low risk,Low risk,0,1,2,1,0,1,"Ozdemir, P. G., Boysan, M., Smolensky, M. H., Selvi, Y., Aydin, A., & Yilmaz, E. (2015). Comparison of Venlafaxine Alone Versus Venlafaxine Plus Bright Light Therapy Combination for Severe Major Depressive Disorder. Journal of Clinical Psychiatry, 76(5), E645-E654."
PAR 01 001 (GSK & FDA),CFB,US,6,43.1,35,HAMD,27.7,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0,http://digitalcommons.ohsu.edu/fdadrug/26/
Paslakis 2010,BF,Germany,4,51.7,69,HAMD,22.41,4.05,Unclear risk,Unclear risk,High risk,High risk,Unclear risk,High risk,Low risk,1,1,2,2,1,1,"Paslakis, G., Luppa, P., Gilles, M., Kopf, D., Hamann-Weber, B., Lederbogen, F., & Deuschle, M. (2010). Venlafaxine and mirtazapine treatment lowers serum concentrations of dehydroepiandrosterone-sulfate in depressed patients remitting during the course of treatment. Journal of Psychiatric Research, 44(8), 556-560. doi:https://dx.doi.org/10.1016/j.jpsychires.2009.11.015"
Perahia 2006,BF,"Bulgaria, Croatia, Hungary, Poland, Romania, Russia, & Slovakia",8,45.2,70,HAMD,21.08,3.68,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0,"Perahia, D. G., Wang, F., Mallinckrodt, C. H., Walker, D. J., & Detke, M. J. (2006). Duloxetine in the treatment of major depressive disorder: a placebo- and paroxetine-controlled trial. European Psychiatry: the Journal of the Association of European Psychiatrists, 21, 367-378."
Perahia 2008a_study 1,CFB,France,6,44,71,HAMD,23.1,NA,Unclear risk,Unclear risk,Low risk,High risk,Low risk,Low risk,High risk,1,1,0,2,0,1,"Perahia DGS, Pritchett Y, Kajdasz D, Bauer M, Jain R, Russell JM, Walker DJ, Spencer KA, Froud DM, Raskin J, Thase ME. A randomized, double-blind comparison of duloxetine and venlafaxine in the treatment of patients with major depressive disorder. Journal of Psychiatric Research. 2008;42(1):22-34."
Perahia 2008a_study 2,CFB,Canada,6,42,66,HAMD,22.32,NA,Unclear risk,Unclear risk,Low risk,High risk,Low risk,Low risk,High risk,1,1,0,2,0,1,"Perahia DGS, Pritchett Y, Kajdasz D, Bauer M, Jain R, Russell JM, Walker DJ, Spencer KA, Froud DM, Raskin J, Thase ME. A randomized, double-blind comparison of duloxetine and venlafaxine in the treatment of patients with major depressive disorder. Journal of Psychiatric Research. 2008;42(1):22-34."
Perahia 2008b,CFB,11 European countries,12,46.2,64,HAMD,21.65,4.1,Unclear risk,Unclear risk,High risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,2,1,0,1,"Perahia, D. G. S., Quail, D., Gandhi, P., Walker, D. J., & Peveler, R. C. (2008). A randomized, controlled trial of duloxetine alone vs. duloxetine plus a telephone intervention in the treatment of depression. Journal of Affective Disorders, 108(1-2), 33-41."
Philipp 1999,CFB,Germany,8,46.5,75,HAMD,22.35,4.13,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,1,1,0,1,1,0,"Philipp, M., Kohnen, R., & Hiller, K. O. (1999). Hypericum extract versus imipramine or placebo in patients with moderate depression: randomised multicentre study of treatment for eight weeks. British Medical Journal, 319, 1534-1538."
Preskorn 1991,CFB,US,6,NA,NA,HAMD,23.65,2.74,Unclear risk,Unclear risk,Low risk,Unclear risk,High risk,Unclear risk,High risk,1,1,0,1,2,1,"Preskorn SH, Silkey B, Beber J, Dorey C. Antidepressant response and plasma concentrations of fluoxetine. Annals of Clinical Psychiatry 1991;3:147-151."
Qu 2013,CFB,China,6,33.3,59,HAMD,24.52,5.2,Low risk,Low risk,High risk,Low risk,Low risk,High risk,Low risk,0,0,2,0,0,1,"Qu SS, Huang Y, Zhang ZJ, Chen JQ, Lin RY, Wang CQ, Li GL, Wong HK, Zhao CH, Pan JY, Guo SC. A 6-week randomized controlled trial with 4-week follow-up of acupuncture combined with paroxetine in patients with major depressive disorder. Journal of psychiatric research. 2013 Jun 30;47(6):726-32."
Quah-Smith 2005,CFB,Australia,8,38.5,77,BDI,22,5.1,Unclear risk,Low risk,Low risk,Unclear risk,Low risk,Unclear risk,Unclear risk,1,0,0,1,0,0,"Quah-Smith, J. I., Tang, W. M., & Russell, J. (2005). Laser acupuncture for mild to moderate depression in a primary care setting–a randomised controlled trial. Acupuncture in Medicine, 23(3), 103-111."
Quah-Smith 2013,BF,Australia,8,38.3,72,HAMD,20.03,4.2,Low risk,Low risk,Low risk,Low risk,Low risk,Unclear risk,Unclear risk,0,0,0,0,0,0,"Quah-Smith I, Smith C, Crawford JD, Russell J. Laser acupuncture for depression: a randomised double blind controlled trial using low intensity laser intervention. Journal of affective disorders. 2013 Jun 30;148(2):179-87."
Quilty 2014,BF,Canada,16,33.61,53,HAMD,16.67,5.16,Low risk,Unclear risk,High risk,Unclear risk,Unclear risk,High risk,Low risk,0,1,2,1,1,1,"Quilty LC, Dozois DJ, Lobo DS, Ravindran LN, Bagby RM. Cognitive structure and processing during cognitive behavioral therapy vs. pharmacotherapy for depression. International Journal of Cognitive Therapy. 2014 Sep;7(3):235-50."
Rapaport 2009,CFB,US,10,67.5,62,HAMD,22.91,3.96,Low risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,0,1,0,1,0,0,"Rapaport, M. H., et al. (2009) Low doses of controlled-release paroxetine in the treatment of late-life depression: a randomized, placebo-controlled trial. Journal of Clinical Psychiatry 70, 46-57"
Raskin 2007,BF,US,8,72.8,59,HAMD,18.83,4.69,High risk,Unclear risk,Low risk,High risk,Low risk,High risk,High risk,2,1,0,2,0,1,"Raskin, J., Wiltse, C. G., Siegal, A., Sheikh, J., Xu, J., Dinkel, J. J. et al. (2007). Efficacy of duloxetine on cognition, depression, and pain in elderly patients with major depressive disorder: an 8- week, double-blind, placebo-controlled trial. American Journal of Psychiatry, 164, 900-909."
Ratti 2011_study 096,BIN,11 countries in Europe and Latin America,8,44,72,HAMD,22.64,5.71,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0,"Ratti, E., Bellew, K., Bettica, P., Bryson, H., Zamuner, S., Archer, G., ... & Fernandes, S. (2011). Results from 2 randomized, double-blind, placebo-controlled studies of the novel NK1 receptor antagonist casopitant in patients with major depressive disorder. Journal of clinical psychopharmacology, 31(6), 727-733."
Reimherr 1990,CFB,US & Canada,8,38.9,54,HAMD,23.3,3.66,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0,"Reimherr FW, Chouinard G, Cohn CK, Cole JO, Itil TM, LaPierre YD, Masco HL - Mendels J. Antidepressant efficacy of sertraline: a double-blind, placebo- and amitriptyline-controlled, multicenter comparison study in outpatients with major depression [see comments]. Journal of Clinical Psychiatry 1990 Dec;51 Suppl B:18-27."
Richou 1995,BIN,France,6,50.7,67,HAMD,27.2,5.56,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,1,1,0,1,0,0,"Richou H. A multicentre, double-blind, clomipramine-controlled efficacy and safety study of Org 3770. Human Psychopharmacology 1995;10(4):263-271."
Rickels 1992,BIN,US,6,44.7,48,HAMD,26.35,5.58,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,Unclear risk,1,1,0,1,0,0,"Rickels K. The efficacy and safety of paroxetine compared with placebo in outpatients with major depression. Journal of Clinical Psychiatry Vol 53 Suppl, pp 30-2, 1992."
Rickels 1994,BIN,US,8,NA,NA,HAMD,23.89,2.11,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,1,1,0,1,1,0,"Rickels K, Schweizer E, Clary C, Fox I, Weise C. Nefazodone and imipramine in major depression: a placebo-controlled trial. British Journal of Psychiatry 1994 Jun;164(6):802-5."
Rickhi 2011,BF,Canada,8,44.1,77,HAMD,20.35,1.6,Low risk,Low risk,High risk,Low risk,Low risk,Low risk,Unclear risk,0,0,2,0,0,1,"Rickhi, B., Moritz, S., Reesal, R., Xu, T. J., Paccagnan, P., Urbanska, B., ... & Quan, H. (2011). A spirituality teaching program for depression: a randomized controlled trial. The International Journal of Psychiatry in Medicine, 42(3), 315-329."
Robinson 2014,CFB,"France, Mexico, Puerto Rico, & US",12,72.9,63,HAMD,19.39,5.62,Low risk,Low risk,Low risk,Low risk,Low risk,Low risk,High risk,0,0,0,0,0,0,"Robinson M, Oakes TM, Raskin J, Liu P, Shoemaker S, Nelson JC. Acute and long-term treatment of late-life major depressive disorder: duloxetine versus placebo. Am J Geriatr Psychiatry. 2014 Jan;22(1):34-45."
Rohini 2000,BF,India,4,31.9,53,BDI,31.95,7.29,High risk,Unclear risk,Unclear risk,Unclear risk,Unclear risk,High risk,Unclear risk,2,1,1,1,1,1,"Rohini, V., Pandey, R. S., Janakiramaiah, N., Gangadhar, B. N., & Vedamurthachar, A. (2000). A comparative study of full and partial Sudarshan Kriya Yoga (SKY) in major depressive disorder. Nimhans Journal, 18(1&2), 53-57."
Roose 2004,BIN,US,8,79.6,58,HAMD,24.3,4.1,High risk,Unclear risk,Low risk,Unclear risk,Low risk,High risk,High risk,2,1,0,1,0,1,"Roose, S. P., Sackeim, H. A., Krishnan, K. R. R., Pollock, B. G., Alexopoulos, G., Lavretsky, H., ... & Old-Old Depression Study Group. (2004). Antidepressant pharmacotherapy in the treatment of depression in the very old: a randomized, placebo-controlled trial. American Journal of Psychiatry, 161(11), 2050-2059."
Ropert 1989,BF,France,6,43.8,64,MADRS,27.97,5.78,Unclear risk,Unclear risk,Low risk,Unclear risk,Unclear risk,Unclear risk,Unclear risk,1,1,0,1,1,0,Ropert R Fluoxetine versus clomipramine in major depressive disorders. International Clinical Psychopharmacology 1989 Jan;4 Suppl 1:89-95.
Roy 2018,BF,India,2,32,100,HAMD,17.93,4.65,High risk,Unclear risk,High risk,Unclear risk,Low risk,Unclear risk,Low risk,2,1,2,1,0,1,"Roy, A., Govindan, R., & Muralidharan, K. (2018). The impact of an add-on video assisted structured aerobic exercise module on mood and somatic symptoms among women with depressive disorders: Study from a tertiary care centre in India. Asian Journal of Psychiatry, 32, 118-122. doi:http://dx.doi.org/10.1016/j.ajp.2017.12.004"
Rush 1977/Kovacs 1981,BF,US,12,35.7,63,BDI,30.15,6.31,Unclear risk,Unclear risk,High risk,Unclear risk,High risk,High risk,Low risk,1,1,2,1,2,1,"Rush, A., Beck, A., Kovacs, M. & Hollon, S. (1977). Comparative efficacy of cognitive therapy and pharmacotherapy in the treatment of depressed outpatients. Cognitive Therapy and Research 1, 17-37."
SER 315 (FDA),CFB,Europe,8,42.6,72,HAMD,22.93,NA,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Low risk,High risk,1,1,0,1,0,0,http://digitalcommons.ohsu.edu/fdadrug/27/
Sahranavard 2018,BF,Iran,NA,34.1,100,BDI,33.3,2.56,Unclear risk,Unclear risk,High risk,Unclear risk,Unclear risk,Unclear risk,Low risk,1,1,2,1,1,1,"Sahranavard, S., & Miri, M. R. (2018). A comparative study of the effectiveness of group-based cognitive behavioral therapy and dialectical behavioral therapy in reducing depressive symptoms in Iranian women substance abusers. Psicologia: Reflexão e Crítica, 31."
Salminen 2008,CFB,Finland,16,42.4,68,HAMD,18.59,3.23,Unclear risk,Unclear risk,High risk,Unclear risk,Low risk,Low risk,Low risk,1,1,2,1,0,1,"Salminen, J.K., Karlsson, H., Hietala, J., et al. (2008) Short-term psychodynamic psychotherapy and fluoxetine in major depressive disorder: A randomized comparative study. Psychotherapy and
Psychosomatics, 77, 351-357."
Saloheimo 2016,CFB,Finland,12,41.7,72,HAMD,18.96,3.82,High risk,Low risk,High risk,Low risk,Unclear risk,High risk,Low risk,2,0,2,0,1,1,"Saloheimo, H. P., Markowitz, J., Saloheimo, T. H., Laitinen, J. J., Sundell, J., Huttunen, M. O., . . . Katila, H. O. (2016). Psychotherapy effectiveness for major depression: A randomized trial in a Finnish community. BMC Psychiatry, 16 (1) (no pagination)(131). doi:http://dx.doi.org/10.1186/s12888-016-0838-1"
Samuelian 1998,BF,France,6,47,64,MADRS,33.47,6.98,Unclear risk,Unclear risk,Low risk,Unclear risk,Low risk,Unclear risk,High risk,1,1,0,1,0,0,"Samuelian JC, Hackett D. A randomized, double-blind, parallel-group comparison of venlafaxine and clomipramine in outpatients with major depression. Journal of Psychopharmacology 1998;12(3):273-278."
Sauer 2003,CFB,Germany,6,47.3,68,HAMD,23.62,1.77,High risk,Unclear risk,Low risk,Unclear risk,Unclear risk,High risk,High risk,2,1,0,1,1,1,"Sauer H, Huppertz-Helmhold S, Dierkes W. Efficacy and safety of venlafaxine ER vs. amitriptyline ER in patients with major depression of moderate severity. Pharmacopsychiatry. 2003 Sep;36(5):169-75."
